tad_id;chromosome;start_position;end_position;source_method;cell_type;calling_method;resolution;source_file;database_name
HiC_GM12878_DI_10kb_chr1_15440000_15640000;chr1;15440000;15640000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_15650000_15820000;chr1;15650000;15820000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_15850000_16390000;chr1;15850000;16390000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_16400000_16870000;chr1;16400000;16870000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_16870000_17230000;chr1;16870000;17230000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_17240000_17380000;chr1;17240000;17380000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_17380000_17570000;chr1;17380000;17570000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_17770000_19180000;chr1;17770000;19180000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_19200000_19390000;chr1;19200000;19390000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_19440000_19580000;chr1;19440000;19580000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_19580000_19990000;chr1;19580000;19990000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_20190000_20530000;chr1;20190000;20530000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_20540000_20960000;chr1;20540000;20960000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_20980000_21530000;chr1;20980000;21530000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_21540000_21700000;chr1;21540000;21700000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_21830000_22350000;chr1;21830000;22350000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_22430000_23000000;chr1;22430000;23000000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_23000000_23300000;chr1;23000000;23300000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_23300000_23800000;chr1;23300000;23800000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_23810000_24090000;chr1;23810000;24090000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_24100000_24360000;chr1;24100000;24360000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_24360000_24720000;chr1;24360000;24720000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_24740000_24970000;chr1;24740000;24970000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_24970000_25170000;chr1;24970000;25170000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_25170000_25560000;chr1;25170000;25560000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_25560000_26150000;chr1;25560000;26150000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_26200000_26350000;chr1;26200000;26350000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_26420000_26490000;chr1;26420000;26490000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_26600000_26760000;chr1;26600000;26760000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_26800000_27230000;chr1;26800000;27230000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_27260000_27620000;chr1;27260000;27620000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_27620000_27720000;chr1;27620000;27720000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_27730000_28000000;chr1;27730000;28000000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_28160000_28570000;chr1;28160000;28570000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_28570000_28830000;chr1;28570000;28830000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_28840000_29070000;chr1;28840000;29070000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_29100000_29540000;chr1;29100000;29540000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_29550000_30020000;chr1;29550000;30020000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_30020000_31190000;chr1;30020000;31190000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_31190000_31410000;chr1;31190000;31410000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_31410000_32020000;chr1;31410000;32020000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_32110000_32260000;chr1;32110000;32260000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_32270000_32480000;chr1;32270000;32480000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_32570000_32860000;chr1;32570000;32860000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_32900000_33340000;chr1;32900000;33340000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_33370000_33560000;chr1;33370000;33560000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_33600000_33950000;chr1;33600000;33950000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_33970000_35240000;chr1;33970000;35240000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_35250000_35770000;chr1;35250000;35770000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_35900000_36020000;chr1;35900000;36020000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_36030000_36270000;chr1;36030000;36270000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_36350000_36550000;chr1;36350000;36550000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_36550000_36930000;chr1;36550000;36930000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_36940000_37910000;chr1;36940000;37910000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_37920000_38160000;chr1;37920000;38160000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_38160000_38450000;chr1;38160000;38450000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_38470000_39450000;chr1;38470000;39450000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_39560000_39740000;chr1;39560000;39740000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_39740000_40240000;chr1;39740000;40240000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_40270000_40510000;chr1;40270000;40510000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_40510000_40920000;chr1;40510000;40920000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_41000000_41440000;chr1;41000000;41440000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_41480000_41900000;chr1;41480000;41900000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_41940000_42640000;chr1;41940000;42640000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_42800000_43230000;chr1;42800000;43230000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_43230000_43600000;chr1;43230000;43600000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_43640000_43890000;chr1;43640000;43890000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_43970000_44530000;chr1;43970000;44530000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_44680000_45140000;chr1;44680000;45140000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_45140000_45770000;chr1;45140000;45770000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_45810000_45970000;chr1;45810000;45970000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_45970000_46050000;chr1;45970000;46050000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_46050000_46480000;chr1;46050000;46480000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_46500000_46830000;chr1;46500000;46830000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_46840000_47190000;chr1;46840000;47190000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_47200000_47580000;chr1;47200000;47580000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_47640000_48220000;chr1;47640000;48220000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_48540000_50830000;chr1;48540000;50830000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_50830000_51670000;chr1;50830000;51670000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_51770000_52250000;chr1;51770000;52250000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_52350000_52480000;chr1;52350000;52480000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_52520000_53660000;chr1;52520000;53660000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_53700000_53870000;chr1;53700000;53870000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_53910000_54220000;chr1;53910000;54220000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_54300000_54430000;chr1;54300000;54430000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_54520000_55360000;chr1;54520000;55360000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_55410000_55490000;chr1;55410000;55490000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_55530000_57200000;chr1;55530000;57200000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_57290000_58900000;chr1;57290000;58900000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_58960000_59130000;chr1;58960000;59130000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_59130000_60330000;chr1;59130000;60330000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_60430000_61250000;chr1;60430000;61250000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_61310000_62570000;chr1;61310000;62570000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_62610000_62880000;chr1;62610000;62880000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_62900000_63280000;chr1;62900000;63280000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_63310000_64010000;chr1;63310000;64010000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_64060000_64730000;chr1;64060000;64730000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_64740000_66170000;chr1;64740000;66170000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_66400000_66710000;chr1;66400000;66710000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_66710000_67200000;chr1;66710000;67200000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_67220000_67980000;chr1;67220000;67980000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_68000000_68240000;chr1;68000000;68240000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_68320000_68820000;chr1;68320000;68820000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_68920000_70310000;chr1;68920000;70310000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_70530000_70990000;chr1;70530000;70990000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_71070000_71550000;chr1;71070000;71550000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_71560000_72520000;chr1;71560000;72520000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_72630000_72810000;chr1;72630000;72810000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_73080000_75210000;chr1;73080000;75210000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_75220000_75680000;chr1;75220000;75680000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_75690000_76250000;chr1;75690000;76250000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_76310000_77600000;chr1;76310000;77600000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_77610000_78000000;chr1;77610000;78000000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_78030000_78590000;chr1;78030000;78590000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_78590000_79160000;chr1;78590000;79160000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_79250000_79670000;chr1;79250000;79670000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_79840000_81480000;chr1;79840000;81480000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_81770000_82240000;chr1;81770000;82240000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_82450000_84340000;chr1;82450000;84340000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_84360000_84900000;chr1;84360000;84900000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_84900000_85400000;chr1;84900000;85400000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_85410000_85740000;chr1;85410000;85740000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_85760000_86710000;chr1;85760000;86710000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_86820000_87150000;chr1;86820000;87150000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_87170000_87570000;chr1;87170000;87570000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_87580000_89070000;chr1;87580000;89070000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_89110000_89360000;chr1;89110000;89360000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_89360000_89930000;chr1;89360000;89930000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_89950000_90240000;chr1;89950000;90240000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_90270000_90480000;chr1;90270000;90480000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_90500000_91650000;chr1;90500000;91650000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_91740000_92700000;chr1;91740000;92700000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_92760000_93290000;chr1;92760000;93290000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_93300000_93470000;chr1;93300000;93470000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_93480000_93650000;chr1;93480000;93650000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_93760000_94390000;chr1;93760000;94390000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_94390000_94810000;chr1;94390000;94810000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_94940000_95290000;chr1;94940000;95290000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_95310000_95540000;chr1;95310000;95540000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_95730000_97320000;chr1;95730000;97320000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_97400000_98950000;chr1;97400000;98950000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_99230000_99480000;chr1;99230000;99480000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_99620000_100180000;chr1;99620000;100180000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_100190000_100930000;chr1;100190000;100930000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_101010000_101360000;chr1;101010000;101360000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_101360000_101770000;chr1;101360000;101770000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_101770000_101950000;chr1;101770000;101950000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_101980000_104300000;chr1;101980000;104300000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_104300000_106370000;chr1;104300000;106370000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_106510000_107710000;chr1;106510000;107710000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr1_107800000_108290000;chr1;107800000;108290000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
